NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
1211;11;443.0;74.0;60.0;71.0;55.0;11;23.076923076923077;2;20;13;7;6;4;2;2;4;9;16.0;2;30.0;1;2;8.0;2;3;35.0;1;1;41.0;1;2;35.0;1;1;0.0;0;2;1;0.0
1212;3;447.0;70.0;67.0;69.0;50.0;20;25.23076923076923;0;13;13;0;6;2;4;2;4;9;23.0;1;27.0;1;2;22.0;1;3;33.0;1;1;34.0;1;2;15.0;1;1;0.0;0;2;1;0.0
1213;15;432.0;84.0;61.0;63.0;61.0;14;33.833333333333336;1;16;15;1;7;6;1;1;4;3;30.0;1;33.0;1;2;34.0;1;3;32.0;1;1;38.0;1;2;25.5;2;1;43.0;1;2;2;36.43333333333333
1214;11;444.0;76.0;57.0;64.0;75.0;11;31.11111111111111;2;21;15;6;7;6;1;1;4;9;30.0;2;35.0;1;2;32.0;1;3;31.0;1;1;35.0;1;2;17.666666666666668;3;1;31.0;1;2;1;26.235294117647058
1215;8;441.0;77.0;61.0;66.0;51.0;8;32.96666666666667;3;24;15;9;7;4;3;1;4;2;29.0;2;37.0;1;2;28.5;2;3;35.0;1;1;38.0;1;2;22.0;3;1;43.0;1;2;2;36.411764705882355
1216;9;436.0;85.0;54.0;58.0;94.0;9;7.666666666666667;0;13;13;0;5;0;5;2;4;9;5.0;1;9.0;1;2;13.0;1;3;0.0;1;1;7.0;1;2;1.0;1;1;0.0;0;2;1;0.0
1217;11;435.0;74.0;67.0;61.0;63.0;11;39.13333333333333;0;15;15;0;7;7;0;1;4;2;40.0;1;34.0;1;2;38.0;1;3;37.0;1;1;42.0;1;2;34.0;1;1;45.0;1;2;3;40.705882352941174
1218;20;439.0;85.0;57.0;65.0;83.0;9;24.615384615384617;0;13;13;0;6;4;2;2;4;9;8.0;1;34.0;1;2;30.0;1;3;36.0;1;1;40.0;1;2;14.0;1;1;0.0;0;2;1;0.0
1219;20;448.0;67.0;65.0;76.0;55.0;20;35.46666666666667;0;15;15;0;7;7;0;1;4;2;35.0;1;32.0;1;2;30.0;1;3;32.0;1;1;39.0;1;2;32.0;1;1;48.0;1;2;2;38.8235294117647
1220;11;451.0;67.0;64.0;68.0;83.0;11;20.47435897435897;5;26;13;13;6;1;5;1;4;9;13.5;2;17.333333333333332;3;2;30.0;1;3;20.5;2;1;29.5;2;2;8.0;3;1;0.0;0;2;1;14.142857142857142
1221;19;437.0;74.0;62.0;64.0;56.0;19;38.13333333333333;0;15;15;0;7;7;0;1;4;2;31.0;1;44.0;1;2;36.0;1;3;36.0;1;1;41.0;1;2;34.0;1;1;50.0;1;2;3;40.11764705882353
1222;8;429.0;77.0;62.0;64.0;68.0;8;24.153846153846153;0;13;13;0;6;3;3;2;4;9;10.0;1;30.0;1;2;28.0;1;3;34.0;1;1;42.0;1;2;12.0;1;1;0.0;0;2;1;0.0
1223;14;429.0;90.0;52.0;56.0;50.0;8;36.833333333333336;1;16;15;1;7;6;1;1;4;2;39.0;1;38.0;1;2;35.0;1;3;31.0;1;1;37.0;1;2;24.5;2;1;43.0;1;2;2;30.921568627450984
1224;11;439.0;77.0;61.0;65.0;57.0;11;28.076923076923077;2;19;13;6;6;4;2;2;4;9;28.5;2;15.0;2;2;32.0;1;3;30.0;1;1;30.0;1;2;35.0;1;1;0.0;0;2;1;4.0
1225;5;439.0;74.0;59.0;56.0;56.0;5;27.512820512820515;2;27;13;14;6;4;2;2;4;9;20.666666666666668;3;31.0;1;2;23.0;3;3;35.0;1;1;38.0;1;2;33.0;1;1;0.0;0;2;1;20.416666666666668
1226;7;448.0;74.0;60.0;71.0;70.0;7;32.86666666666667;1;17;15;2;7;6;1;1;4;2;30.0;1;30.0;1;2;35.0;1;3;33.0;1;1;33.0;1;2;25.0;3;1;42.0;1;2;2;32.64705882352941
1227;20;426.0;65.0;76.0;62.0;80.0;20;24.153846153846153;0;13;13;0;6;3;3;2;4;9;19.0;1;30.0;1;2;20.0;1;3;30.0;1;1;35.0;1;2;18.0;1;1;0.0;0;2;1;0.0
1228;8;442.0;74.0;57.0;64.0;75.0;8;31.923076923076923;2;16;13;3;6;4;2;1;4;9;30.0;1;29.5;2;2;34.0;1;3;36.0;1;1;42.0;1;2;14.0;2;1;0.0;0;2;2;30.583333333333332
1229;18;420.0;61.0;78.0;54.0;47.0;4;37.0;0;15;15;0;7;7;0;1;4;2;40.0;1;30.0;1;2;31.0;1;3;38.0;1;1;41.0;1;2;30.0;1;1;46.0;1;2;2;38.588235294117645
1230;14;437.0;77.0;57.0;58.0;57.0;9;35.266666666666666;0;15;15;0;7;7;0;1;4;2;35.0;1;30.0;1;2;37.0;1;3;32.0;1;1;38.0;1;2;30.0;1;1;40.0;1;2;2;37.11764705882353
1231;4;433.0;76.0;59.0;58.0;49.0;4;32.37777777777778;4;32;15;17;7;5;2;2;4;2;27.666666666666668;3;30.0;2;2;27.0;3;3;32.0;1;1;42.0;1;2;30.0;2;1;44.0;1;2;2;37.35294117647059
1232;20;405.0;86.0;59.0;55.0;43.0;19;32.8;2;20;15;5;7;6;1;1;4;11;34.0;2;41.0;1;2;30.0;1;3;36.0;1;1;31.0;1;2;26.0;2;1;30.0;1;2;2;36.588235294117645
1233;7;432.0;68.0;65.0;63.0;61.0;7;15.282051282051283;4;33;13;20;6;2;4;1;4;9;6.666666666666667;3;38.0;1;2;10.666666666666666;3;3;10.0;3;1;12.0;3;2;30.0;1;1;0.0;0;2;1;4.875
1234;15;442.0;67.0;67.0;69.0;60.0;18;31.5;3;26;15;11;7;4;3;1;4;9;27.0;2;32.0;1;2;25.0;3;3;33.0;1;1;41.0;1;2;26.5;2;1;42.0;1;2;2;31.033333333333335
1235;11;411.0;80.0;67.0;64.0;52.0;2;11.12820512820513;5;35;13;22;6;0;6;1;4;9;7.666666666666667;3;12.0;3;2;14.333333333333334;3;3;5.666666666666667;3;1;18.0;1;2;5.333333333333333;3;1;0.0;0;2;1;11.357142857142858
1236;20;433.0;72.0;66.0;63.0;58.0;20;36.0;1;16;15;1;7;6;1;1;4;2;33.0;1;40.0;1;2;32.0;1;3;35.0;1;1;39.0;1;2;29.0;2;1;45.0;1;2;2;38.64705882352941
1237;9;424.0;85.0;57.0;57.0;83.0;9;25.384615384615383;3;21;13;8;6;3;3;1;4;9;19.5;2;31.0;1;2;18.5;2;3;33.0;1;1;39.0;1;2;23.5;2;1;0.0;0;2;1;19.8
1238;8;430.0;77.0;61.0;54.0;57.0;7;14.76923076923077;0;13;13;0;6;0;6;2;4;9;9.0;1;15.0;1;2;20.0;1;3;16.0;1;1;19.0;1;2;12.0;1;1;0.0;0;2;1;0.0
1239;1;419.0;81.0;59.0;58.0;50.0;11;33.1;2;19;15;4;7;6;1;1;4;2;30.0;1;37.0;1;2;27.5;2;3;33.0;1;1;36.0;1;2;33.0;2;1;41.0;1;2;2;37.705882352941174
1240;11;437.0;64.0;67.0;71.0;61.0;11;38.53333333333333;0;15;15;0;7;7;0;1;4;5;32.0;1;45.0;1;2;32.0;1;3;38.0;1;1;41.0;1;2;44.0;1;1;50.0;1;2;3;41.8235294117647
1241;11;436.0;75.0;60.0;68.0;63.0;11;35.53333333333333;0;15;15;0;7;7;0;1;4;5;30.0;1;38.0;1;2;36.0;1;3;35.0;1;1;40.0;1;2;30.0;1;1;42.0;1;2;3;41.11764705882353
1242;20;427.0;81.0;65.0;62.0;52.0;8;36.0;2;22;15;7;7;6;1;1;4;2;29.5;2;37.0;1;2;32.0;2;3;36.0;1;1;42.0;1;2;32.0;1;1;50.0;1;2;2;39.588235294117645
1243;20;416.0;75.0;66.0;51.0;75.0;11;26.855555555555554;4;28;15;13;7;3;4;1;4;9;19.5;2;28.0;3;2;24.5;2;3;30.0;1;1;34.0;1;2;23.333333333333332;3;1;37.0;1;2;1;28.6
1244;11;420.0;84.0;60.0;57.0;77.0;11;34.6;3;23;15;8;7;5;2;1;4;2;27.5;2;39.0;1;2;34.5;2;3;33.0;1;1;38.0;1;2;28.5;2;1;45.0;1;2;2;38.1764705882353
1245;7;448.0;67.0;60.0;73.0;50.0;7;9.384615384615385;0;13;13;0;6;0;6;2;4;9;5.0;1;11.0;1;2;12.0;1;3;9.0;1;1;14.0;1;2;7.0;1;1;0.0;0;2;1;0.0
1246;20;424.0;67.0;70.0;57.0;52.0;20;21.846153846153847;0;13;13;0;6;3;3;2;4;9;5.0;1;20.0;1;2;33.0;1;3;31.0;1;1;41.0;1;2;12.0;1;1;0.0;0;2;1;0.0
1247;8;406.0;77.0;67.0;51.0;45.0;8;29.346153846153847;2;17;13;4;6;4;2;2;4;9;31.0;1;30.0;1;2;25.5;2;3;34.0;1;1;33.0;1;2;21.0;2;1;0.0;0;2;1;12.153846153846153
1248;9;425.0;80.0;60.0;64.0;65.0;9;26.423076923076923;4;24;13;11;6;3;3;1;4;9;18.0;2;27.5;2;2;27.5;2;3;33.0;1;1;35.0;2;2;31.0;1;1;0.0;0;2;1;28.535714285714285
1249;11;436.0;64.0;69.0;65.0;53.0;11;29.76923076923077;3;25;13;12;6;3;3;1;4;9;25.0;3;32.0;1;2;29.0;2;3;33.0;1;1;38.0;1;2;27.0;2;1;0.0;0;2;1;11.666666666666666
1250;20;425.0;72.0;65.0;57.0;65.0;15;35.5;1;18;15;3;7;6;1;1;4;2;35.0;1;40.0;1;2;29.5;2;3;38.0;1;1;39.0;1;2;30.0;1;1;39.0;1;2;2;34.8235294117647
1251;7;423.0;77.0;64.0;60.0;61.0;8;28.923076923076923;3;29;13;16;6;3;3;1;4;9;23.666666666666668;3;37.0;1;2;23.333333333333332;3;3;20.333333333333332;3;1;35.0;1;2;47.0;1;1;0.0;0;2;1;24.214285714285715
1252;9;424.0;74.0;65.0;62.0;89.0;9;40.13333333333333;0;15;15;0;7;7;0;1;4;5;38.0;1;44.0;1;2;31.0;1;3;46.0;1;1;44.0;1;2;49.0;1;1;43.0;1;2;3;41.8235294117647
1253;10;424.0;85.0;57.0;59.0;72.0;10;32.044444444444444;2;26;15;11;7;5;2;1;4;2;25.666666666666668;3;37.0;1;2;24.0;2;3;37.0;1;1;37.0;1;2;45.0;1;1;38.0;1;2;2;34.411764705882355
1254;10;437.0;75.0;61.0;66.0;88.0;10;37.733333333333334;1;18;15;3;7;6;1;1;4;9;33.0;1;48.0;1;2;27.0;2;3;45.0;1;1;39.0;1;2;46.0;1;1;44.0;1;2;2;38.1875
1256;20;433.0;70.0;64.0;63.0;57.0;20;24.076923076923077;0;13;13;0;6;2;4;2;4;9;18.0;1;23.0;1;2;18.0;1;3;23.0;1;1;35.0;1;2;48.0;1;1;0.0;0;2;1;0.0
1257;11;444.0;77.0;55.0;71.0;55.0;11;29.94871794871795;2;27;13;14;6;4;2;2;4;9;22.333333333333332;3;33.0;1;2;24.0;3;3;41.0;1;1;39.0;1;2;43.0;1;1;0.0;0;2;1;18.833333333333332
1258;7;425.0;73.0;65.0;62.0;51.0;7;40.53333333333333;0;15;15;0;7;7;0;1;4;2;42.0;1;42.0;1;2;30.0;1;3;46.0;1;1;41.0;1;2;48.0;1;1;45.0;1;2;3;42.23529411764706
1259;20;411.0;85.0;60.0;51.0;60.0;20;14.076923076923077;0;13;13;0;6;0;6;2;4;9;7.0;1;14.0;1;2;15.0;1;3;15.0;1;1;26.0;1;2;15.0;1;1;0.0;0;2;1;0.0
1260;12;432.0;85.0;57.0;71.0;53.0;10;25.53846153846154;2;23;13;10;6;4;2;2;4;9;16.0;2;34.0;1;2;13.0;3;3;45.0;1;1;37.0;1;2;42.0;1;1;0.0;0;2;1;26.142857142857142
1261;1;427.0;77.0;57.0;54.0;43.0;1;36.1;1;18;15;3;7;6;1;1;4;2;30.0;1;43.0;1;2;23.5;2;3;43.0;1;1;41.0;1;2;46.0;1;1;47.0;1;2;2;37.35294117647059
1262;20;440.0;63.0;60.0;59.0;50.0;20;30.435897435897438;2;27;13;14;6;4;2;1;4;13;22.666666666666668;3;35.0;1;2;28.0;3;3;40.0;1;1;34.0;1;2;43.0;1;1;0.0;0;2;2;30.8
1263;11;430.0;70.0;65.0;71.0;80.0;11;38.46666666666667;1;18;15;3;7;6;1;1;4;9;35.0;1;45.0;1;2;29.0;2;3;43.0;1;1;40.0;1;2;45.0;1;1;46.0;1;2;2;36.36666666666667
1264;20;429.0;80.0;57.0;60.0;59.0;20;34.266666666666666;2;22;15;7;7;6;1;1;4;2;31.5;2;39.0;1;2;28.0;2;3;43.0;1;1;35.0;1;2;43.0;1;1;35.0;1;2;2;35.294117647058826
1265;20;425.0;76.0;60.0;62.0;50.0;9;30.153846153846153;2;27;13;14;6;4;2;1;4;9;22.0;3;36.0;1;2;25.333333333333332;3;3;38.0;1;1;37.0;1;2;44.0;1;1;0.0;0;2;2;31.4
1266;7;423.0;77.0;60.0;64.0;68.0;7;38.233333333333334;1;18;15;3;7;6;1;1;4;5;30.0;1;49.0;1;2;26.5;2;3;46.0;1;1;41.0;1;2;48.0;1;1;50.0;1;2;2;37.35294117647059
1267;20;426.0;75.0;60.0;58.0;50.0;20;25.74358974358974;2;27;13;14;6;4;2;2;4;9;15.666666666666666;3;33.0;1;2;16.666666666666668;3;3;37.0;1;1;37.0;1;2;45.0;1;1;0.0;0;2;1;20.5625
1268;9;447.0;70.0;59.0;63.0;63.0;8;39.53333333333333;0;15;15;0;7;7;0;1;4;5;34.0;1;47.0;1;2;32.0;1;3;48.0;1;1;41.0;1;2;45.0;1;1;46.0;1;2;3;41.35294117647059
1269;20;439.0;64.0;62.0;57.0;68.0;20;39.86666666666667;0;15;15;0;7;7;0;1;4;2;35.0;1;42.0;1;2;33.0;1;3;45.0;1;1;43.0;1;2;48.0;1;1;48.0;1;2;2;39.1764705882353
1270;8;418.0;80.0;60.0;61.0;46.0;8;35.07777777777778;2;26;15;11;7;5;2;1;4;2;26.666666666666668;3;40.0;1;2;27.5;2;3;44.0;1;1;43.0;1;2;43.0;1;1;42.0;1;2;2;37.8235294117647
1271;16;422.0;76.0;59.0;63.0;53.0;7;9.166666666666666;0;13;13;0;5;0;5;2;4;9;6.0;1;9.0;1;2;6.0;1;3;12.0;1;1;19.0;1;2;0.0;1;1;0.0;0;2;1;0.0
1272;20;425.0;59.0;70.0;58.0;47.0;20;29.615384615384617;2;20;13;7;6;4;2;2;4;9;18.5;2;36.0;1;2;23.0;2;3;42.0;1;1;41.0;1;2;46.0;1;1;0.0;0;2;1;23.375
1273;10;429.0;67.0;64.0;60.0;45.0;11;28.384615384615383;2;20;13;7;6;4;2;2;4;9;20.0;2;30.0;1;2;22.0;2;3;42.0;1;1;38.0;1;2;45.0;1;1;0.0;0;2;1;19.714285714285715
1274;20;412.0;81.0;62.0;57.0;57.0;20;35.266666666666666;1;19;15;4;7;6;1;1;4;2;26.0;2;35.0;1;2;33.0;1;3;40.0;1;1;38.0;1;2;44.0;1;1;48.0;1;2;2;36.470588235294116
1275;10;400.0;69.0;75.0;55.0;56.0;10;29.346153846153847;2;20;13;7;6;4;2;2;4;9;21.0;2;35.0;1;2;21.5;2;3;42.0;1;1;37.0;1;2;47.0;1;1;0.0;0;2;1;15.5
1276;10;419.0;85.0;53.0;62.0;75.0;10;33.3;2;26;15;11;7;6;1;1;4;9;25.0;3;45.0;1;2;30.5;2;3;30.0;1;1;35.0;1;2;42.0;1;1;38.0;1;2;2;31.033333333333335
1277;10;416.0;74.0;62.0;59.0;60.0;8;17.846153846153847;0;13;13;0;6;1;5;2;4;9;17.0;1;11.0;1;2;14.0;1;3;38.0;1;1;22.0;1;2;18.0;1;1;0.0;0;2;1;0.0
1278;11;398.0;61.0;57.0;65.0;72.0;11;31.8;2;26;15;11;7;5;2;1;4;9;25.0;3;35.0;1;2;26.0;2;3;36.0;1;1;37.0;1;2;45.0;1;1;37.0;1;2;2;32.666666666666664
1279;20;363.0;63.0;52.0;48.0;52.0;8;33.8;2;22;15;7;7;5;2;1;4;2;26.5;2;36.0;1;2;23.0;2;3;36.0;1;1;41.0;1;2;46.0;1;1;48.0;1;2;2;36.411764705882355
1280;20;360.0;49.0;59.0;51.0;55.0;20;32.0;2;22;15;7;7;5;2;1;4;11;22.5;2;31.0;1;2;24.0;2;3;37.0;1;1;42.0;1;2;47.0;1;1;44.0;1;2;2;36.05882352941177
1281;19;379.0;55.0;45.0;50.0;77.0;19;33.68888888888889;2;29;15;14;7;5;2;1;4;11;28.333333333333332;3;30.0;1;2;25.0;3;3;39.0;1;1;41.0;1;2;48.0;1;1;44.0;1;2;2;30.91176470588235
1282;20;390.0;67.0;52.0;52.0;60.0;20;33.06666666666667;2;26;15;11;7;5;2;1;4;2;28.0;3;33.0;1;2;23.0;2;3;37.0;1;1;42.0;1;2;46.0;1;1;41.0;1;2;1;29.794117647058822
1283;13;397.0;64.0;51.0;57.0;55.0;13;35.333333333333336;2;22;15;7;7;5;2;1;4;2;26.0;2;41.0;1;2;25.0;2;3;44.0;1;1;41.0;1;2;47.0;1;1;48.0;1;2;2;36.1764705882353
1284;19;378.0;49.0;51.0;51.0;50.0;19;7.333333333333333;0;13;13;0;5;0;5;2;4;9;3.0;1;3.0;1;2;6.0;1;3;12.0;1;1;20.0;1;2;0.0;1;1;0.0;0;2;1;0.0
1285;10;352.0;43.0;51.0;47.0;60.0;10;31.435897435897438;2;24;13;11;6;4;2;1;4;9;25.666666666666668;3;38.0;1;2;21.0;2;3;40.0;1;1;41.0;1;2;45.0;1;1;0.0;0;2;1;28.7
1286;8;352.0;58.0;51.0;46.0;46.0;8;7.6923076923076925;6;26;13;13;6;0;6;1;4;9;4.0;2;6.5;2;2;7.5;2;3;14.5;2;1;12.0;2;2;10.0;2;1;0.0;0;2;1;0.0
1287;11;416.0;74.0;54.0;68.0;61.0;11;33.5;2;22;15;7;7;6;1;1;4;2;30.0;2;35.0;1;2;28.5;2;3;40.0;1;1;33.0;1;2;43.0;1;1;39.0;1;2;2;32.029411764705884
1288;10;408.0;70.0;42.0;61.0;83.0;10;35.08888888888888;2;26;15;11;7;5;2;1;4;11;29.333333333333332;3;41.0;1;2;25.0;2;3;44.0;1;1;38.0;1;2;44.0;1;1;44.0;1;2;2;38.205882352941174
1289;20;351.61;55.27;44.37;55.21;53.27;8;24.897435897435894;2;24;13;11;6;4;2;2;4;9;8.666666666666666;3;33.0;1;2;23.0;2;3;38.0;1;1;36.0;1;2;44.0;1;1;0.0;0;2;1;27.5
1290;20;352.0;46.0;48.0;54.0;53.0;20;33.36666666666667;2;22;15;7;7;5;2;1;4;2;23.5;2;34.0;1;2;22.5;2;3;42.0;1;1;42.0;1;2;45.0;1;1;50.0;1;2;2;34.970588235294116
1291;11;425.73;73.85;57.16;69.49;77.13;11;38.86666666666667;5;25;15;10;7;7;0;2;4;11;35.0;2;40.0;1;2;37.0;1;3;47.0;2;1;36.0;2;2;47.0;2;1;43.0;2;2;2;33.705882352941174
1292;4;482.0;91.0;57.0;54.0;77.0;4;38.46666666666667;0;15;15;0;7;7;0;1;4;2;31.0;1;45.0;1;2;30.0;1;3;44.0;1;1;50.0;1;2;45.0;1;1;42.0;1;2;2;38.64705882352941
1293;20;467.0;90.0;73.0;66.0;70.0;8;39.0;0;15;15;0;7;7;0;1;4;10;30.0;1;48.0;1;2;31.0;1;3;43.0;1;1;50.0;1;2;41.0;1;1;46.0;1;2;3;40.529411764705884
1294;7;444.0;86.0;69.0;58.0;53.0;7;23.73076923076923;3;20;13;7;6;3;3;1;4;9;18.0;2;36.0;1;2;14.0;1;3;32.5;2;1;26.0;2;2;38.0;1;1;0.0;0;2;1;22.5
1295;9;456.0;73.0;63.0;52.0;59.0;9;27.866666666666667;2;22;15;7;7;5;2;2;4;9;11.0;2;33.0;1;2;25.0;2;3;35.0;1;1;34.0;1;2;42.0;1;1;44.0;1;2;1;18.1
1296;10;425.0;84.0;74.0;52.0;51.0;10;37.43333333333333;2;22;15;7;7;7;0;1;4;11;32.5;2;44.0;1;2;31.5;2;3;39.0;1;1;42.0;1;2;42.0;1;1;42.0;1;2;2;35.76470588235294
1297;20;439.0;78.0;70.0;57.0;70.0;20;37.333333333333336;1;19;15;4;7;7;0;1;4;11;32.0;2;38.0;1;2;33.0;1;3;46.0;1;1;42.0;1;2;43.0;1;1;42.0;1;2;2;37.35294117647059
1298;20;440.0;73.0;70.0;57.0;63.0;20;35.666666666666664;1;18;15;3;7;7;0;1;4;2;30.0;1;37.0;1;2;31.0;2;3;44.0;1;1;37.0;1;2;44.0;1;1;43.0;1;2;3;41.411764705882355
1300;16;433.0;67.0;78.0;54.0;43.0;16;18.923076923076923;0;13;13;0;6;1;5;2;4;9;16.0;1;20.0;1;2;10.0;1;3;23.0;1;1;28.0;1;2;33.0;1;1;0.0;0;2;1;0.0
1301;10;445.0;69.0;70.0;62.0;56.0;10;34.46666666666667;1;19;15;4;7;5;2;1;4;9;26.0;2;44.0;1;2;21.0;1;3;37.0;1;1;50.0;1;2;43.0;1;1;41.0;1;2;2;34.5
1302;20;439.0;84.0;66.0;62.0;75.0;20;23.846153846153847;0;13;13;0;6;2;4;2;4;9;24.0;1;28.0;1;2;11.0;1;3;32.0;1;1;26.0;1;2;41.0;1;1;0.0;0;2;1;0.0
1303;11;462.0;69.0;63.0;68.0;59.0;11;28.423076923076923;3;21;13;8;6;3;3;1;4;9;24.0;2;33.0;1;2;26.0;2;3;28.5;2;1;30.0;1;2;41.0;1;1;0.0;0;2;1;24.333333333333332
1305;10;451.0;66.0;69.0;58.0;60.0;10;31.0;2;22;15;7;7;4;3;1;4;9;26.0;2;37.0;1;2;27.0;2;3;39.0;1;1;45.0;1;2;43.0;1;1;17.0;1;2;1;24.41176470588235
1306;10;439.0;69.0;63.0;52.0;61.0;10;35.6;2;22;15;7;7;7;0;1;4;2;33.5;2;34.0;1;2;31.0;2;3;42.0;1;1;35.0;1;2;43.0;1;1;42.0;1;2;3;40.64705882352941
1307;20;427.0;61.0;80.0;56.0;61.0;10;24.153846153846153;2;19;13;6;6;2;4;2;4;9;24.0;2;27.5;2;2;11.0;1;3;33.0;1;1;27.0;1;2;43.0;1;1;0.0;0;2;1;9.0
1308;10;428.0;61.0;80.0;62.0;50.0;10;36.833333333333336;2;22;15;7;7;6;1;1;4;2;28.5;2;42.0;1;2;31.5;2;3;37.0;1;1;40.0;1;2;45.0;1;1;49.0;1;2;2;37.529411764705884
1309;7;421.0;76.0;68.0;59.0;52.0;20;33.63333333333333;2;22;15;7;7;6;1;1;4;2;35.0;2;35.0;1;2;23.5;2;3;32.0;1;1;38.0;1;2;40.0;1;1;38.0;1;2;2;35.61764705882353
1310;10;447.0;81.0;53.0;67.0;75.0;10;22.666666666666668;5;33;15;18;7;2;5;1;4;9;27.0;2;15.333333333333334;3;2;14.666666666666666;3;3;11.333333333333334;3;1;19.5;2;2;41.0;1;1;33.0;1;2;1;17.0
1311;18;448.0;65.0;66.0;57.0;68.0;18;36.166666666666664;1;18;15;3;7;7;0;1;4;2;31.0;1;39.0;1;2;30.5;2;3;44.0;1;1;37.0;1;2;45.0;1;1;43.0;1;2;3;40.588235294117645
1312;16;416.0;69.0;74.0;54.0;57.0;16;34.63333333333333;2;22;15;7;7;5;2;1;4;2;26.0;2;44.0;1;2;24.5;2;3;40.0;1;1;43.0;1;2;42.0;1;1;43.0;1;2;2;33.411764705882355
1313;12;434.0;76.0;60.0;57.0;75.0;4;25.53846153846154;2;20;13;7;6;4;2;2;4;9;29.0;2;32.0;1;2;3.0;2;3;33.0;1;1;34.0;1;2;42.0;1;1;0.0;0;2;1;10.75
1314;20;449.0;76.0;59.0;63.0;60.0;20;15.307692307692308;5;25;13;12;6;1;5;1;4;9;17.5;2;18.5;2;2;7.5;2;3;10.5;2;1;10.5;2;2;38.0;1;1;0.0;0;2;1;9.0
1315;13;454.0;68.0;57.0;63.0;61.0;11;39.93333333333333;1;19;15;4;7;7;0;1;4;2;37.0;2;46.0;1;2;30.0;1;3;37.0;1;1;49.0;1;2;44.0;1;1;45.0;1;2;2;38.94117647058823
1316;20;436.0;65.0;66.0;65.0;75.0;8;28.466666666666665;3;24;15;9;7;4;3;1;4;9;25.0;2;39.0;1;2;18.0;2;3;30.0;1;1;26.5;2;2;40.0;1;1;36.0;1;2;1;8.916666666666666
1317;10;429.0;78.0;60.0;56.0;83.0;10;33.333333333333336;0;15;15;0;7;7;0;1;4;2;31.0;1;35.0;1;2;33.0;1;3;30.0;1;1;32.0;1;2;39.0;1;1;37.0;1;2;2;37.13333333333333
1318;12;390.0;84.0;74.0;59.0;31.0;20;8.653846153846153;5;25;13;12;6;1;5;1;4;9;7.0;2;3.0;2;2;5.0;2;3;10.5;2;1;9.0;2;2;35.0;1;1;0.0;0;2;1;13.714285714285714
1319;11;438.01;67.28;59.57;57.23;69.93;11;33.733333333333334;3;23;15;8;7;7;0;1;4;2;31.0;2;32.0;1;2;33.5;2;3;30.5;2;1;33.0;1;2;41.0;1;1;40.0;1;2;2;32.911764705882355
1320;9;409.0;73.0;70.0;51.0;63.0;9;28.933333333333334;2;25;15;10;7;5;2;2;4;9;24.5;2;37.0;1;2;16.666666666666668;3;3;38.0;1;1;37.0;1;2;40.0;1;1;30.0;1;2;1;19.714285714285715
1321;6;438.0;65.0;60.0;52.0;52.0;16;31.766666666666666;3;24;15;9;7;5;2;1;4;9;27.0;2;31.0;2;2;26.5;2;3;30.0;1;1;35.0;1;2;43.0;1;1;42.0;1;2;2;30.75
1322;4;421.0;69.0;63.0;63.0;47.0;4;33.166666666666664;2;22;15;7;7;6;1;1;4;9;27.5;2;35.0;1;2;30.5;2;3;38.0;1;1;37.0;1;2;42.0;1;1;36.0;1;2;1;25.8
1323;18;429.0;64.0;64.0;62.0;70.0;20;31.855555555555554;2;26;15;11;7;5;2;1;4;11;27.333333333333332;3;31.0;1;2;25.5;2;3;32.0;1;1;30.0;1;2;42.0;1;1;48.0;1;2;2;33.05882352941177
1324;20;411.0;84.0;55.0;51.0;45.0;10;33.56666666666667;2;22;15;7;7;7;0;1;4;11;32.0;2;33.0;1;2;32.5;2;3;33.0;1;1;31.0;1;2;43.0;1;1;37.0;1;2;2;35.411764705882355
1325;8;442.0;67.0;59.0;56.0;56.0;8;36.266666666666666;2;22;15;7;7;6;1;1;4;2;34.5;2;36.0;1;2;29.0;2;3;45.0;1;1;34.0;1;2;46.0;1;1;44.0;1;2;3;43.705882352941174
1326;11;445.0;68.0;56.0;55.0;49.0;11;17.5;3;24;15;9;7;3;4;1;4;9;7.5;2;17.5;2;2;12.5;2;3;36.0;1;1;35.0;1;2;42.0;1;1;6.0;1;2;1;6.0
1327;10;420.0;72.0;62.0;59.0;63.0;10;28.61111111111111;3;28;15;13;7;4;3;1;4;2;25.666666666666668;3;30.0;1;2;25.5;2;3;32.0;1;1;27.0;2;2;40.0;1;1;32.0;1;2;2;35.11764705882353
