NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;NAC_SEIS;NOTA_PLINEAL;NOTA_IECONOMICA;NOTA_DISEÑO;NOTA_METODOS;NOTA_EI_TRES;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NOTA_EMPRENDIMIENTO;VECES_EMPRENDIMIENTO;CREDITOS_EMPRENDIMIENTO;NOTA_GRAFOS;VECES_GRAFOS;CREDITOS_GRAFOS;NOTA_CALIDAD_UNO;VECES_CALIDAD_UNO;CREDITOS_CALIDAD_UNO;NOTA_MECARDOTECNIA;VECES_MERCADOTECNIA;CREDITOS_MERCADOTECNIA;NOTA_ERGONOMIA;VECES_ERGONOMIA;CREDITOS_ERGONOMIA;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;RENDIMIENTO_OCHO;PROMEDIO_OCHO
129;24.1;26.833333333333332;0.0;26.178571428571427;22.5;31.0;0;26.430555555555554;27.0;36.0;0.0;0.0;0.0;29.02564102564103;6;0.0;29.0;31.0;36.0;0;25.875;0;7;7;0;4;3;1;2;0.0;0;2;0.0;0;2;18.0;1;2;35.0;1;2;33.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;3.3333333333333335
130;29.77777777777778;27.61764705882353;30.0;32.266666666666666;30.0;37.0;0;29.1;25.0;35.0;0.0;19.0;45.0;29.864583333333336;7;31.5;27.5;35.0;30.0;0;29.3;2;13;9;4;5;3;2;2;0.0;0;2;36.0;1;2;24.0;2;2;29.0;2;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;26.366666666666664
131;35.46666666666667;33.125;41.0;41.13333333333333;40.0;35.0;44;35.714285714285715;35.0;40.0;47.5;0.0;0.0;35.1875;7;32.0;45.0;35.0;35.0;0;35.2;0;9;9;0;5;5;0;1;0.0;0;2;39.0;1;2;39.0;1;2;34.0;1;2;44.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;33.5
132;35.0;34.088235294117645;41.0;38.13333333333333;30.0;35.0;40;31.714285714285715;35.0;35.0;44.5;0.0;0.0;33.125;7;34.0;35.0;45.0;35.0;0;31.8;0;9;9;0;5;5;0;1;0.0;0;2;31.0;1;2;40.0;1;2;33.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;34.0
133;34.733333333333334;39.0;47.0;41.0;45.0;35.0;44;32.5;35.0;30.0;42.5;0.0;0.0;33.25;7;23.333333333333332;35.0;45.0;35.0;0;31.9;1;11;9;2;5;5;0;1;0.0;0;2;33.0;2;2;40.0;1;2;39.0;1;2;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;36.666666666666664
134;30.2;29.96875;36.0;34.833333333333336;30.0;30.0;37;30.6;36.0;35.0;0.0;30.0;30.0;34.64705882352941;8;34.0;26.0;45.0;35.0;30;31.4;0;9;9;0;5;5;0;1;0.0;0;2;37.0;1;2;31.0;1;2;33.0;1;2;41.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;1;28.25
135;32.788888888888884;34.0;43.0;29.9;27.5;27.5;40;28.535714285714285;31.0;30.0;41.0;0.0;0.0;30.03125;7;28.5;22.5;35.0;32.0;0;35.4;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;39.0;1;2;44.0;1;2;39.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;32.65
136;29.933333333333334;31.264705882352942;35.0;35.733333333333334;30.0;40.0;31;34.6;41.0;38.0;0.0;40.0;35.0;30.09375;7;27.5;22.5;40.0;37.0;0;38.6;0;9;9;0;5;5;0;1;0.0;0;2;48.0;1;2;43.0;1;2;41.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;33.1
139;32.69230769230769;27.083333333333332;0.0;27.75;21.0;0.0;0;28.541666666666668;35.0;30.0;0.0;0.0;0.0;28.7;4;0.0;30.0;30.0;35.0;0;28.5;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;42.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;1;0.0
140;33.666666666666664;34.25;37.0;34.9;27.5;27.5;42;28.541666666666668;30.0;35.0;0.0;0.0;0.0;32.53125;7;26.5;35.0;35.0;30.0;0;34.2;0;9;9;0;5;5;0;1;0.0;0;2;32.0;1;2;37.0;1;2;40.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.35
141;32.06666666666667;37.35294117647059;50.0;33.666666666666664;25.0;35.0;40;28.958333333333332;40.0;30.0;0.0;0.0;0.0;29.40625;7;23.5;30.0;35.0;30.0;0;29.55;2;12;9;3;5;3;2;2;0.0;0;2;42.0;1;2;33.0;1;2;22.5;2;2;39.0;1;2;22.5;2;1;0.0;0;2;0.0;0;2;1;27.85
142;36.8;38.625;36.0;40.333333333333336;45.0;35.0;50;32.57142857142857;35.0;35.0;0.0;38.0;0.0;30.84375;7;24.5;35.0;30.0;30.0;0;32.7;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;36.0;1;2;34.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;24.9
143;35.733333333333334;35.9375;35.0;37.6;35.0;35.0;45;36.214285714285715;45.0;40.0;0.0;46.0;0.0;32.625;7;25.0;40.0;35.0;40.0;0;35.1;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;42.0;1;2;35.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;31.0
145;31.77777777777778;31.964285714285715;40.0;32.083333333333336;32.0;5.0;0;27.142857142857142;30.0;30.0;0.0;40.0;0.0;30.0;4;0.0;27.5;40.0;35.0;0;25.166666666666668;0;5;5;0;3;2;1;2;0.0;0;2;0.0;0;2;0.0;0;2;18.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;0.0
154;30.6;29.625;35.0;33.86666666666667;30.0;30.0;33;31.642857142857142;35.0;30.0;46.0;0.0;0.0;29.645833333333336;7;28.0;23.666666666666668;40.0;33.0;0;34.5;0;9;9;0;5;5;0;1;0.0;0;2;39.0;1;2;32.0;1;2;40.0;1;2;44.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;27.7
155;31.944444444444446;31.84375;40.0;35.2;30.0;30.0;40;34.3235294117647;30.0;35.0;41.0;41.0;41.0;29.875;7;24.0;30.0;35.0;30.0;0;35.6;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;42.0;1;2;34.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.8
158;32.0;36.6875;39.0;36.4;30.0;35.0;49;32.035714285714285;29.0;25.0;50.0;0.0;0.0;30.625;7;32.0;27.0;35.0;36.0;0;34.7;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;38.0;1;2;32.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;28.375
161;33.666666666666664;34.21875;30.0;35.30769230769231;30.0;35.0;50;34.642857142857146;40.0;35.0;0.0;45.0;0.0;35.93333333333333;6;37.0;40.0;40.0;40.0;0;36.4;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;38.0;1;2;35.0;1;2;44.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;16.7
162;31.0;31.375;47.0;36.53333333333333;40.0;35.0;41;30.357142857142858;35.0;35.0;0.0;37.0;0.0;31.390625;7;24.75;37.0;40.0;34.0;0;32.0;0;9;9;0;5;5;0;1;0.0;0;2;39.0;1;2;33.0;1;2;32.0;1;2;41.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;1;28.8
163;32.0;34.6875;38.0;40.666666666666664;35.0;24.5;43;30.1;30.0;27.0;0.0;40.0;35.0;26.115625;7;22.25;21.8;25.0;29.5;0;34.1;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;32.0;1;2;42.0;1;2;39.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;29.8
164;39.333333333333336;37.4375;40.0;39.222222222222214;35.0;21.333333333333332;35;27.62857142857143;30.0;40.0;0.0;31.0;0.0;29.0625;7;22.0;30.0;40.0;29.0;0;30.9;2;13;9;4;5;3;2;1;0.0;0;2;29.5;2;2;31.0;1;2;50.0;1;2;26.5;2;2;35.0;1;1;0.0;0;2;0.0;0;2;1;25.6
166;30.666666666666668;33.125;35.0;33.0;25.0;29.5;33;30.892857142857142;38.0;33.0;43.0;0.0;0.0;31.0625;7;31.333333333333332;25.5;35.0;32.0;0;34.4;0;9;9;0;5;5;0;1;0.0;0;2;47.0;1;2;33.0;1;2;36.0;1;2;41.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;33.1
167;31.666666666666668;34.375;40.0;34.0;30.0;37.0;30;31.84375;38.0;30.0;39.0;40.0;0.0;32.375;7;30.0;35.0;30.0;30.0;0;33.7;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;31.0;1;2;33.0;1;2;42.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;31.15
168;32.666666666666664;32.84375;34.0;32.63333333333333;22.5;30.0;30;29.714285714285715;35.0;34.0;44.0;0.0;0.0;33.875;7;31.0;35.0;45.0;31.0;0;33.7;0;9;9;0;5;5;0;1;0.0;0;2;41.0;1;2;38.0;1;2;32.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;31.25
171;37.0;36.0625;41.0;38.93333333333333;30.0;40.0;42;36.705882352941174;35.0;30.0;42.0;50.0;45.0;33.8125;7;25.0;45.0;35.0;40.0;0;33.7;0;9;9;0;5;5;0;1;0.0;0;2;37.0;1;2;35.0;1;2;39.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;32.5
173;30.5;29.395833333333332;38.0;35.333333333333336;35.0;26.0;49;30.0;30.0;35.0;0.0;0.0;0.0;33.8125;7;34.0;30.0;40.0;36.0;0;32.9;0;9;9;0;5;5;0;1;0.0;0;2;39.0;1;2;37.0;1;2;30.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;27.8
174;35.4;36.09375;45.0;37.266666666666666;40.0;35.0;44;37.9375;40.0;45.0;44.0;42.0;0.0;32.6875;7;30.0;32.5;45.0;35.0;0;36.1;1;11;9;2;5;5;0;1;0.0;0;2;34.5;2;2;46.0;1;2;40.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;35.166666666666664
177;36.666666666666664;39.6875;45.0;41.93333333333333;40.0;40.0;50;39.857142857142854;45.0;45.0;46.5;0.0;0.0;34.8125;7;25.0;45.0;45.0;35.0;0;37.4;0;9;9;0;5;5;0;1;0.0;0;2;48.0;1;2;40.0;1;2;34.0;1;2;40.0;1;2;50.0;1;1;0.0;0;2;0.0;0;2;2;35.25
179;35.8;35.71875;45.0;38.86666666666667;35.0;30.0;40;33.214285714285715;30.0;35.0;0.0;50.0;0.0;32.8125;7;24.0;30.0;45.0;39.0;0;38.1;0;9;9;0;5;5;0;1;0.0;0;2;49.0;1;2;44.0;1;2;40.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;1;29.5
180;36.0;35.44117647058823;36.0;34.166666666666664;30.0;35.0;30;32.785714285714285;35.0;35.0;0.0;45.0;0.0;29.75;7;25.0;25.0;35.0;35.0;0;32.5;1;11;9;2;5;4;1;1;0.0;0;2;29.0;2;2;35.0;1;2;41.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;26.389999999999997
181;33.666666666666664;31.25;35.0;27.0;27.5;21.0;0;26.833333333333332;32.0;30.0;0.0;0.0;0.0;14.285714285714286;3;0.0;8.0;7.0;0.0;0;24.75;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;2;0.0;0;2;32.0;1;2;0.0;0;2;35.0;1;1;0.0;0;2;0.0;0;2;1;0.0
182;33.93333333333333;31.676470588235293;43.0;31.833333333333332;30.0;35.0;50;30.571428571428573;35.0;35.0;0.0;45.0;0.0;32.4375;7;29.0;30.0;35.0;35.0;0;33.3;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;38.0;1;2;36.0;1;2;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;31.1
183;39.333333333333336;42.8125;40.0;39.53333333333333;35.0;40.0;45;38.57142857142857;45.0;40.0;42.5;0.0;0.0;33.625;7;30.0;40.0;40.0;35.0;0;34.1;0;9;9;0;5;5;0;1;0.0;0;2;39.0;1;2;40.0;1;2;33.0;1;2;36.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;37.0
185;35.13333333333333;36.05882352941177;44.0;37.86666666666667;35.0;35.0;42;31.666666666666668;35.0;40.0;0.0;0.0;0.0;33.625;7;25.333333333333332;45.0;40.0;30.0;0;36.6;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;43.0;1;2;35.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.2
186;36.666666666666664;36.6875;41.0;40.333333333333336;35.0;40.0;42;38.07142857142857;40.0;40.0;0.0;44.0;0.0;35.375;7;30.0;45.0;45.0;35.0;0;39.5;0;9;9;0;5;5;0;1;0.0;0;2;45.0;1;2;48.0;1;2;42.0;1;2;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;36.5
187;37.2;36.5625;45.0;35.666666666666664;35.0;40.0;39;33.9375;35.0;30.0;44.5;47.0;0.0;33.1875;7;29.0;35.0;30.0;40.0;0;34.8;0;9;9;0;5;5;0;1;0.0;0;2;43.0;1;2;40.0;1;2;41.0;1;2;35.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;35.0
188;32.55555555555556;31.28125;36.0;36.0;28.333333333333332;45.0;30;28.833333333333332;30.0;35.0;0.0;0.0;0.0;32.28125;7;30.5;39.0;30.0;34.0;0;31.75;0;11;11;0;6;6;0;1;30.0;1;2;41.0;1;2;32.0;1;2;30.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;31.1
189;32.53333333333333;28.4375;37.0;35.2;30.0;24.0;38;29.428571428571427;30.0;36.0;50.0;0.0;0.0;28.765625;7;27.75;22.5;30.0;32.0;0;31.7;1;10;9;1;5;4;1;1;0.0;0;2;35.0;1;2;31.0;1;2;36.0;1;2;42.0;1;2;29.0;2;1;0.0;0;2;0.0;0;2;2;30.25
190;37.46666666666667;35.625;45.0;41.93333333333333;35.0;35.0;42;32.083333333333336;35.0;30.0;0.0;0.0;0.0;33.9375;7;25.0;30.0;40.0;45.0;0;33.4;0;9;9;0;5;5;0;1;0.0;0;2;36.0;1;2;42.0;1;2;34.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;35.5
192;35.57777777777778;33.1875;47.0;37.6;30.0;39.0;42;30.833333333333332;30.0;35.0;0.0;0.0;0.0;30.875;7;25.0;30.0;40.0;33.0;0;32.2;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;32.0;1;2;30.0;1;2;39.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;30.8
193;32.51111111111111;35.5;40.0;35.4;35.0;30.0;45;31.571428571428573;36.0;35.0;0.0;35.0;0.0;32.625;7;30.0;40.0;35.0;34.0;0;30.7;0;9;9;0;5;5;0;1;0.0;0;2;30.0;1;2;33.0;1;2;33.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;29.0
194;31.644444444444446;30.03125;35.0;30.5;27.5;29.0;40;26.928571428571427;31.0;30.0;0.0;40.0;0.0;29.3125;7;30.0;19.0;30.0;32.0;0;31.8;2;12;9;3;5;4;1;1;0.0;0;2;40.0;1;2;32.5;2;2;34.0;1;2;40.0;1;2;25.0;2;1;0.0;0;2;0.0;0;2;1;28.0
199;34.55555555555555;32.75;37.0;35.333333333333336;30.0;28.0;30;31.071428571428573;31.0;35.0;0.0;41.0;0.0;31.28125;7;25.5;30.0;35.0;38.0;0;33.083333333333336;0;11;11;0;6;6;0;1;30.0;1;2;37.0;1;2;38.0;1;2;35.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;29.8
201;31.11111111111111;32.015625;42.0;37.93333333333333;36.0;27.666666666666668;0;27.25;32.0;40.0;0.0;0.0;0.0;31.23076923076923;6;0.0;13.0;40.0;35.0;0;30.5;0;7;7;0;4;4;0;1;0.0;0;2;0.0;0;2;30.0;1;2;31.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;11.111111111111112
202;30.512820512820515;29.423076923076923;0.0;21.366666666666667;10.5;0.0;0;27.857142857142858;0.0;30.0;0.0;0.0;0.0;23.2;2;0.0;0.0;45.0;0.0;0;17.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;35.0;1;1;0.0;0;2;0.0;0;2;1;0.0
204;34.333333333333336;38.88235294117647;43.0;41.333333333333336;40.0;35.0;40;37.142857142857146;45.0;45.0;42.5;0.0;0.0;35.4375;7;25.0;45.0;50.0;35.0;0;33.7;0;9;9;0;5;5;0;1;0.0;0;2;36.0;1;2;42.0;1;2;35.0;1;2;38.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;32.916666666666664
205;31.8;26.875;0.0;25.32;24.4;32.0;0;28.685714285714287;30.0;36.0;0.0;39.0;0.0;23.285714285714285;3;0.0;19.0;40.0;0.0;0;15.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;30.0;1;1;0.0;0;2;0.0;0;2;1;0.0
207;33.5;32.6875;38.0;37.333333333333336;30.0;23.5;45;28.464285714285715;34.5;30.0;0.0;35.0;0.0;29.8125;7;25.0;30.0;35.0;33.0;0;34.2;1;11;9;2;5;5;0;1;0.0;0;2;43.0;1;2;32.0;2;2;32.0;1;2;44.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;30.8
208;33.1;30.25;45.0;35.6;30.0;30.0;50;30.214285714285715;36.0;35.0;0.0;40.0;0.0;32.34375;7;32.5;23.5;35.0;35.0;0;35.6;0;9;9;0;5;5;0;1;0.0;0;2;43.0;1;2;39.0;1;2;34.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.0
211;33.666666666666664;36.375;36.0;37.666666666666664;40.0;30.0;40;33.5;35.0;40.0;0.0;44.0;0.0;29.34375;7;22.5;30.0;30.0;35.0;0;31.3;1;11;9;2;5;5;0;1;0.0;0;2;33.0;2;2;38.0;1;2;33.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;30.0
212;31.266666666666666;32.28125;43.0;38.666666666666664;40.0;30.0;30;33.03333333333333;35.0;34.0;0.0;39.0;36.0;31.75;7;27.0;35.0;35.0;36.0;0;36.1;0;9;9;0;5;5;0;1;0.0;0;2;44.0;1;2;40.0;1;2;36.0;1;2;43.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;33.6
213;31.0;31.0625;37.0;34.06666666666667;30.0;29.5;38;34.38235294117647;30.0;35.0;45.0;45.0;36.0;32.21875;7;34.5;22.5;40.0;35.0;0;34.9;0;9;9;0;5;5;0;1;0.0;0;2;43.0;1;2;39.0;1;2;40.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;36.8
217;36.44444444444445;37.625;44.0;41.0;35.0;35.0;43;35.357142857142854;40.0;40.0;0.0;45.0;0.0;30.65625;7;25.5;30.0;30.0;35.0;0;37.2;0;9;9;0;5;5;0;1;0.0;0;2;43.0;1;2;41.0;1;2;42.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.2
218;28.974358974358974;28.333333333333332;0.0;25.916666666666668;21.5;0.0;0;19.571428571428573;0.0;0.0;0.0;40.0;0.0;28.666666666666668;2;0.0;0.0;40.0;0.0;0;11.25;1;2;1;1;1;0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;22.5;2;1;0.0;0;2;0.0;0;2;1;0.0
219;37.0;33.375;40.0;36.93333333333333;35.0;40.0;49;34.4375;40.0;40.0;48.0;30.0;0.0;33.53125;7;27.5;45.0;40.0;35.0;0;34.4;0;9;9;0;5;5;0;1;0.0;0;2;30.0;1;2;43.0;1;2;33.0;1;2;41.0;1;2;50.0;1;1;0.0;0;2;0.0;0;2;2;32.75
222;41.666666666666664;42.875;43.0;39.266666666666666;30.0;35.0;45;42.5625;45.0;40.0;48.0;50.0;0.0;35.46875;7;27.5;40.0;45.0;39.0;0;38.5;0;11;11;0;6;6;0;1;40.0;1;2;49.0;1;2;39.0;1;2;41.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;36.833333333333336
223;38.333333333333336;32.71875;43.0;36.06666666666667;30.0;35.0;45;37.5;45.0;40.0;0.0;45.0;0.0;33.78125;7;29.5;35.0;35.0;38.0;0;38.75;0;11;11;0;6;6;0;1;40.0;1;2;49.0;1;2;42.0;1;2;36.0;1;2;43.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;37.3
224;31.466666666666665;27.8125;44.0;31.5;27.0;40.0;0;22.125;20.0;29.0;0.0;0.0;0.0;26.466666666666665;6;16.0;30.0;42.0;33.0;0;27.25;2;11;7;4;4;2;2;2;0.0;0;2;0.0;0;2;28.0;2;2;19.0;2;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;11.333333333333334
229;35.333333333333336;31.40625;45.0;30.733333333333334;26.0;35.0;38;31.666666666666668;32.0;31.0;0.0;40.0;35.0;32.5;7;32.0;37.0;39.0;30.0;0;31.9;0;9;9;0;5;5;0;1;0.0;0;2;34.0;1;2;33.0;1;2;35.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;26.233333333333338
230;32.8;33.78125;40.0;35.36666666666667;30.0;30.5;49;28.333333333333332;32.0;30.0;0.0;0.0;0.0;28.9375;7;19.0;30.0;40.0;31.0;0;35.2;0;9;9;0;5;5;0;1;0.0;0;2;44.0;1;2;36.0;1;2;32.0;1;2;44.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.45
232;33.0;33.214285714285715;30.0;27.958333333333332;25.0;30.0;0;21.54861111111111;24.333333333333332;22.333333333333332;0.0;0.0;0.0;29.633333333333333;6;25.5;35.0;30.0;30.0;0;20.7;1;11;9;2;5;3;2;2;0.0;0;2;4.0;1;2;32.0;1;2;12.0;2;2;38.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;5.4
233;38.333333333333336;41.875;40.0;38.4;35.0;30.0;40;33.785714285714285;35.0;30.0;46.5;0.0;0.0;33.625;7;28.0;35.0;40.0;36.0;0;35.8;0;9;9;0;5;5;0;1;0.0;0;2;43.0;1;2;34.0;1;2;41.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;38.583333333333336
234;40.0;35.625;30.0;39.2;40.0;35.0;40;37.8;33.0;40.0;0.0;41.0;45.0;34.1875;7;30.0;35.0;45.0;37.0;0;36.2;0;9;9;0;5;5;0;1;0.0;0;2;44.0;1;2;38.0;1;2;36.0;1;2;43.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;28.3
235;33.666666666666664;27.285714285714285;40.0;28.53846153846154;16.666666666666668;34.0;0;22.027777777777782;8.0;33.0;0.0;0.0;0.0;16.3;4;0.0;10.0;39.0;5.0;0;20.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;2;1;0.0
236;34.0;32.5625;34.0;37.266666666666666;30.0;30.0;33;37.5;38.0;35.0;46.0;39.0;45.0;35.3125;7;30.0;30.0;41.0;37.0;0;33.5;1;11;9;2;5;5;0;1;0.0;0;2;31.5;2;2;33.0;1;2;41.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.3
237;39.0;36.5625;40.0;41.13333333333333;45.0;35.0;50;35.357142857142854;40.0;45.0;42.5;0.0;0.0;35.5;7;28.0;40.0;45.0;40.0;0;38.6;0;9;9;0;5;5;0;1;0.0;0;2;47.0;1;2;42.0;1;2;42.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;37.916666666666664
238;37.93333333333333;35.15625;40.0;36.8;35.0;40.0;44;33.0;35.0;35.0;44.0;0.0;0.0;32.40625;7;26.5;30.0;30.0;35.0;0;34.1;1;11;9;2;5;5;0;1;0.0;0;2;32.5;2;2;39.0;1;2;35.0;1;2;44.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;38.5
240;37.333333333333336;31.875;31.0;38.93333333333333;40.0;25.0;39;29.472222222222225;36.0;28.5;0.0;32.0;33.0;26.484375;7;25.25;25.5;22.5;32.0;0;34.7;0;9;9;0;5;5;0;1;0.0;0;2;40.0;1;2;36.0;1;2;39.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;25.333333333333336
242;39.666666666666664;40.375;43.0;39.06666666666667;35.0;35.0;37;38.57142857142857;40.0;40.0;42.5;0.0;0.0;35.6875;7;30.0;40.0;45.0;35.0;0;35.666666666666664;0;11;11;0;6;6;0;1;40.0;1;2;30.0;1;2;39.0;1;2;43.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.833333333333336
244;33.333333333333336;30.9375;45.0;30.6;17.5;29.0;45;22.916666666666668;16.5;38.0;0.0;0.0;0.0;29.09375;7;27.5;27.0;35.0;31.0;0;32.1;0;9;9;0;5;5;0;1;0.0;0;2;30.0;1;2;37.0;1;2;35.0;1;2;37.0;1;2;43.0;1;1;0.0;0;2;0.0;0;2;1;26.2
245;38.333333333333336;35.78125;50.0;38.666666666666664;35.0;30.5;46;33.214285714285715;38.0;30.0;45.5;0.0;0.0;32.0;7;31.0;30.0;35.0;35.0;0;35.8;0;9;9;0;5;5;0;1;0.0;0;2;44.0;1;2;40.0;1;2;34.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;32.5
249;39.666666666666664;36.0;40.0;36.733333333333334;30.0;30.0;46;34.625;30.0;40.0;40.0;34.0;0.0;35.4375;7;31.0;40.0;40.0;40.0;0;39.0;0;9;9;0;5;5;0;1;0.0;0;2;47.0;1;2;41.0;1;2;42.0;1;2;45.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;35.6
250;38.266666666666666;37.8125;45.0;42.666666666666664;40.0;35.0;45;37.083333333333336;40.0;45.0;0.0;0.0;0.0;37.0625;7;32.0;40.0;45.0;41.0;0;37.416666666666664;0;11;11;0;6;6;0;1;35.0;1;2;39.0;1;2;42.0;1;2;43.0;1;2;43.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;37.9
251;39.4;37.9375;40.0;34.6;35.0;30.0;40;31.5;36.0;30.0;0.0;0.0;0.0;33.21875;7;27.5;30.0;40.0;38.0;0;34.0;0;9;9;0;5;5;0;1;0.0;0;2;36.0;1;2;38.0;1;2;35.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;30.2
